model_id,variant_id,question_id,family,condition,sentence_index,raw_score,normalized_ai_risk
gemini-3.1-pro-preview,original,x20_meeting_disagreement,workplace_anecdote,post,6,9,9
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,live,0,10,10
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,live,1,15,15
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,live,2,20,20
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,live,3,10,10
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,live,4,25,25
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,live,5,15,15
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,post,0,20,20
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,post,1,30,30
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,post,2,15,15
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,post,3,10,10
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,post,4,40,40
gemini-3.1-pro-preview,original,x21_early_flight,travel_moment,post,5,15,15
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,live,0,5,5
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,live,1,10,10
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,live,2,5,5
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,live,3,15,15
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,live,4,10,10
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,live,5,15,15
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,live,6,5,5
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,post,0,8,8
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,post,1,12,12
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,post,2,5,5
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,post,3,10,10
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,post,4,15,15
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,post,5,10,10
gemini-3.1-pro-preview,original,x22_market_purchase,neighborhood_observation,post,6,5,5
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,live,0,15,15
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,live,1,10,10
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,live,2,15,15
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,live,3,5,5
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,live,4,20,20
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,live,5,10,10
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,live,6,5,5
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,post,0,15,15
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,post,1,20,20
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,post,2,15,15
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,post,3,10,10
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,post,4,25,25
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,post,5,15,15
gemini-3.1-pro-preview,original,x23_child_birthday,event_recap,post,6,10,10
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,live,0,10,10
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,live,1,15,15
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,live,2,5,5
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,live,3,10,10
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,live,4,20,20
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,live,5,35,35
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,live,6,5,5
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,post,0,10,10
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,post,1,20,20
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,post,2,30,30
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,post,3,15,15
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,post,4,60,60
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,post,5,85,85
gemini-3.1-pro-preview,original,x24_movie_recommendation,recommendation_post,post,6,10,10
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,live,0,5,5
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,live,1,5,5
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,live,2,10,10
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,live,3,5,5
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,live,4,5,5
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,live,5,10,10
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,live,6,5,5
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,post,0,4,4
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,post,1,3,3
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,post,2,6,6
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,post,3,8,8
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,post,4,12,12
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,post,5,2,2
gemini-3.1-pro-preview,paraphrase,x01_friend_cancel,informal_message,post,6,5,5
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,live,0,2,2
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,live,1,5,5
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,live,2,8,8
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,live,3,3,3
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,live,4,4,4
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,live,5,7,7
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,live,6,2,2
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,post,0,5,5
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,post,1,5,5
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,post,2,10,10
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,post,3,10,10
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,post,4,20,20
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,post,5,5,5
gemini-3.1-pro-preview,paraphrase,x02_team_delay,workplace_message,post,6,5,5
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,live,0,5,5
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,live,1,10,10
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,live,2,5,5
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,live,3,10,10
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,live,4,20,20
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,live,5,5,5
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,live,6,10,10
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,post,0,20,20
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,post,1,10,10
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,post,2,5,5
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,post,3,15,15
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,post,4,45,45
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,post,5,5,5
gemini-3.1-pro-preview,paraphrase,x03_landlord_update,practical_message,post,6,10,10
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,live,0,10,10
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,live,1,15,15
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,live,2,5,5
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,live,3,5,5
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,live,4,10,10
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,live,5,20,20
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,live,6,5,5
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,post,0,5,5
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,post,1,10,10
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,post,2,5,5
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,post,3,5,5
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,post,4,10,10
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,post,5,15,15
gemini-3.1-pro-preview,paraphrase,x04_old_photo,personal_social_post,post,6,5,5
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,live,0,5,5
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,live,1,10,10
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,live,2,5,5
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,live,3,10,10
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,live,4,5,5
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,live,5,15,15
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,live,6,5,5
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,post,0,10,10
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,post,1,20,20
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,post,2,10,10
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,post,3,15,15
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,post,4,10,10
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,post,5,5,5
gemini-3.1-pro-preview,paraphrase,x05_headphones,product_experience,post,6,10,10
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,live,0,10,10
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,live,1,5,5
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,live,2,15,15
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,live,3,5,5
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,live,4,10,10
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,live,5,5,5
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,live,6,15,15
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,post,0,10,10
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,post,1,5,5
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,post,2,15,15
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,post,3,5,5
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,post,4,10,10
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,post,5,5,5
gemini-3.1-pro-preview,paraphrase,x06_meal_delivery,service_experience,post,6,10,10
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,live,0,5,5
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,live,1,10,10
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,live,2,5,5
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,live,3,10,10
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,live,4,15,15
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,live,5,5,5
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,live,6,5,5
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,post,0,5,5
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,post,1,10,10
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,post,2,5,5
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,post,3,15,15
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,post,4,20,20
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,post,5,5,5
gemini-3.1-pro-preview,paraphrase,x07_colleague_thanks,workplace_message,post,6,5,5
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,live,0,5,5
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,live,1,2,2
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,live,2,4,4
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,live,3,3,3
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,live,4,2,2
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,live,5,8,8
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,live,6,1,1
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,post,0,5,5
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,post,1,10,10
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,post,2,5,5
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,post,3,15,15
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,post,4,10,10
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,post,5,20,20
gemini-3.1-pro-preview,paraphrase,x08_weekend_change,informal_message,post,6,5,5
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,live,0,12,12
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,live,1,8,8
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,live,2,5,5
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,live,3,10,10
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,live,4,5,5
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,live,5,5,5
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,live,6,5,5
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,post,0,12,12
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,post,1,8,8
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,post,2,5,5
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,post,3,4,4
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,post,4,10,10
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,post,5,7,7
gemini-3.1-pro-preview,paraphrase,x09_bookstore,recommendation_post,post,6,3,3
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,live,0,10,10
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,live,1,5,5
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,live,2,8,8
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,live,3,12,12
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,live,4,15,15
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,live,5,5,5
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,live,6,10,10
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,live,7,5,5
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,post,0,10,10
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,post,1,15,15
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,post,2,10,10
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,post,3,30,30
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,post,4,80,80
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,post,5,15,15
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,post,6,40,40
gemini-3.1-pro-preview,paraphrase,x10_dentist_wait,everyday_anecdote,post,7,25,25
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,live,0,5,5
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,live,1,15,15
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,live,2,10,10
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,live,3,5,5
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,live,4,15,15
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,live,5,10,10
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,live,6,20,20
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,post,0,15,15
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,post,1,40,40
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,post,2,25,25
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,post,3,60,60
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,post,4,45,45
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,post,5,35,35
gemini-3.1-pro-preview,paraphrase,x11_shared_office,opinion_from_experience,post,6,80,80
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,live,0,15,15
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,live,1,5,5
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,live,2,20,20
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,live,3,10,10
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,live,4,5,5
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,live,5,15,15
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,live,6,10,10
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,post,0,12,12
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,post,1,8,8
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,post,2,25,25
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,post,3,15,15
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,post,4,10,10
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,post,5,40,40
gemini-3.1-pro-preview,paraphrase,x12_bus_detour,everyday_anecdote,post,6,15,15
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,live,0,5,5
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,live,1,15,15
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,live,2,10,10
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,live,3,15,15
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,live,4,5,5
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,live,5,5,5
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,live,6,10,10
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,post,0,15,15
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,post,1,35,35
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,post,2,20,20
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,post,3,25,25
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,post,4,10,10
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,post,5,5,5
gemini-3.1-pro-preview,paraphrase,x13_small_restaurant,recommendation_post,post,6,15,15
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,live,0,12,12
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,live,1,8,8
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,live,2,15,15
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,live,3,5,5
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,live,4,10,10
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,live,5,15,15
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,live,6,20,20
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,live,7,5,5
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,post,0,10,10
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,post,1,15,15
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,post,2,10,10
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,post,3,10,10
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,post,4,25,25
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,post,5,15,15
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,post,6,20,20
gemini-3.1-pro-preview,paraphrase,x14_language_class,personal_social_post,post,7,35,35
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,live,0,2,2
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,live,1,5,5
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,live,2,5,5
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,live,3,5,5
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,live,4,10,10
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,live,5,5,5
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,live,6,5,5
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,live,7,2,2
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,post,0,5,5
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,post,1,15,15
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,post,2,10,10
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,post,3,5,5
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,post,4,5,5
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,post,5,10,10
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,post,6,5,5
gemini-3.1-pro-preview,paraphrase,x15_school_pickup,parent_message,post,7,5,5
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,live,0,5,5
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,live,1,10,10
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,live,2,5,5
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,live,3,10,10
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,live,4,15,15
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,live,5,5,5
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,live,6,10,10
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,post,0,10,10
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,post,1,5,5
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,post,2,5,5
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,post,3,15,15
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,post,4,5,5
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,post,5,5,5
gemini-3.1-pro-preview,paraphrase,x16_museum,event_recap,post,6,10,10
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,live,0,5,5
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,live,1,2,2
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,live,2,5,5
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,live,3,8,8
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,live,4,4,4
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,live,5,6,6
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,live,6,3,3
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,live,7,2,2
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,post,0,15,15
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,post,1,5,5
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,post,2,5,5
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,post,3,10,10
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,post,4,15,15
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,post,5,15,15
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,post,6,10,10
gemini-3.1-pro-preview,paraphrase,x17_neighbor_package,practical_message,post,7,30,30
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,live,0,10,10
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,live,1,15,15
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,live,2,12,12
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,live,3,5,5
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,live,4,2,2
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,live,5,8,8
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,live,6,5,5
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,post,0,15,15
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,post,1,30,30
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,post,2,25,25
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,post,3,10,10
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,post,4,5,5
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,post,5,45,45
gemini-3.1-pro-preview,paraphrase,x18_failed_recipe,personal_social_post,post,6,15,15
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,live,0,5,5
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,live,1,10,10
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,live,2,15,15
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,live,3,20,20
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,live,4,10,10
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,live,5,35,35
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,live,6,5,5
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,post,0,5,5
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,post,1,2,2
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,post,2,15,15
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,post,3,25,25
gemini-3.1-pro-preview,paraphrase,x19_phone_repair,service_experience,post,4,10,10
