model_id,question_id,family,sentence_index,live_score,post_score,replay_score
deepseek-v4-flash,p060,geography,0,3,0,
deepseek-v4-flash,p060,geography,1,2,10,
deepseek-v4-flash,p060,geography,2,4,15,
deepseek-v4-flash,p060,geography,3,5,20,
deepseek-v4-flash,p060,geography,4,2,25,
deepseek-v4-flash,p060,geography,5,3,10,
deepseek-v4-flash,p060,geography,6,1,5,
deepseek-v4-flash,p065,food_culture,0,15,15,
deepseek-v4-flash,p065,food_culture,1,20,10,
deepseek-v4-flash,p065,food_culture,2,30,20,
deepseek-v4-flash,p065,food_culture,3,25,15,
deepseek-v4-flash,p065,food_culture,4,35,25,
deepseek-v4-flash,p065,food_culture,5,40,20,
deepseek-v4-flash,p065,food_culture,6,10,10,
deepseek-v4-flash,p066,food_culture,0,10,5,
deepseek-v4-flash,p066,food_culture,1,20,10,
deepseek-v4-flash,p066,food_culture,2,15,15,
deepseek-v4-flash,p066,food_culture,3,10,5,
deepseek-v4-flash,p066,food_culture,4,20,5,
deepseek-v4-flash,p066,food_culture,5,25,10,
deepseek-v4-flash,p066,food_culture,6,5,5,
deepseek-v4-flash,p068,food_culture,0,15,10,
deepseek-v4-flash,p068,food_culture,1,25,20,
deepseek-v4-flash,p068,food_culture,2,20,30,
deepseek-v4-flash,p068,food_culture,3,10,15,
deepseek-v4-flash,p068,food_culture,4,30,35,
deepseek-v4-flash,p068,food_culture,5,15,30,
deepseek-v4-flash,p068,food_culture,6,5,5,
deepseek-v4-flash,p070,food_culture,0,15,10,5
deepseek-v4-flash,p070,food_culture,1,20,30,30
deepseek-v4-flash,p070,food_culture,2,25,5,25
deepseek-v4-flash,p070,food_culture,3,15,20,30
deepseek-v4-flash,p070,food_culture,4,8,5,8
deepseek-v4-flash,p071,language,0,10,5,
deepseek-v4-flash,p071,language,1,20,20,
deepseek-v4-flash,p071,language,2,20,10,
deepseek-v4-flash,p071,language,3,15,15,
deepseek-v4-flash,p071,language,4,5,0,
deepseek-v4-flash,p071,language,5,12,25,
deepseek-v4-flash,p072,language,0,10,5,
deepseek-v4-flash,p072,language,1,15,10,
deepseek-v4-flash,p072,language,2,5,5,
deepseek-v4-flash,p072,language,3,10,15,
deepseek-v4-flash,p072,language,4,15,20,
deepseek-v4-flash,p072,language,5,5,5,
deepseek-v4-flash,p082,arts_culture,0,15,25,
deepseek-v4-flash,p082,arts_culture,1,30,55,
deepseek-v4-flash,p082,arts_culture,2,30,40,
deepseek-v4-flash,p082,arts_culture,3,35,75,
deepseek-v4-flash,p082,arts_culture,4,25,45,
deepseek-v4-flash,p082,arts_culture,5,10,60,
deepseek-v4-flash,p084,arts_culture,0,15,30,
deepseek-v4-flash,p084,arts_culture,1,25,60,
deepseek-v4-flash,p084,arts_culture,2,30,40,
deepseek-v4-flash,p084,arts_culture,3,35,70,
deepseek-v4-flash,p084,arts_culture,4,50,50,
deepseek-v4-flash,p084,arts_culture,5,15,55,
deepseek-v4-flash,p084,arts_culture,6,30,60,
deepseek-v4-flash,p092,misconceptions,0,10,5,
deepseek-v4-flash,p092,misconceptions,1,15,15,
deepseek-v4-flash,p092,misconceptions,2,20,10,
deepseek-v4-flash,p092,misconceptions,3,12,15,
deepseek-v4-flash,p092,misconceptions,4,8,5,
deepseek-v4-flash,p092,misconceptions,5,18,10,
deepseek-v4-flash,p095,misconceptions,0,10,5,
deepseek-v4-flash,p095,misconceptions,1,15,15,
deepseek-v4-flash,p095,misconceptions,2,20,10,
deepseek-v4-flash,p095,misconceptions,3,5,20,
deepseek-v4-flash,p095,misconceptions,4,25,30,
deepseek-v4-flash,p095,misconceptions,5,10,5,
deepseek-v4-flash,p095,misconceptions,6,5,5,
deepseek-v4-flash,p096,misconceptions,0,10,10,
deepseek-v4-flash,p096,misconceptions,1,15,20,
deepseek-v4-flash,p096,misconceptions,2,20,15,
deepseek-v4-flash,p096,misconceptions,3,25,25,
deepseek-v4-flash,p096,misconceptions,4,15,20,
deepseek-v4-flash,p096,misconceptions,5,10,10,
deepseek-v4-flash,p099,misconceptions,0,5,10,
deepseek-v4-flash,p099,misconceptions,1,10,35,
deepseek-v4-flash,p099,misconceptions,2,15,20,
deepseek-v4-flash,p099,misconceptions,3,20,30,
deepseek-v4-flash,p099,misconceptions,4,25,15,
deepseek-v4-flash,p099,misconceptions,5,30,5,
gemini-3.1-pro-preview,p001,history,0,5,30,15
gemini-3.1-pro-preview,p001,history,1,15,40,35
gemini-3.1-pro-preview,p001,history,2,10,20,25
gemini-3.1-pro-preview,p001,history,3,20,50,30
gemini-3.1-pro-preview,p001,history,4,15,60,45
gemini-3.1-pro-preview,p001,history,5,5,25,30
gemini-3.1-pro-preview,p002,history,0,10,40,
gemini-3.1-pro-preview,p002,history,1,15,50,
gemini-3.1-pro-preview,p002,history,2,5,60,
gemini-3.1-pro-preview,p002,history,3,20,70,
gemini-3.1-pro-preview,p002,history,4,15,65,
gemini-3.1-pro-preview,p002,history,5,25,85,
gemini-3.1-pro-preview,p002,history,6,10,90,
gemini-3.1-pro-preview,p003,history,0,10,45,
gemini-3.1-pro-preview,p003,history,1,20,30,
gemini-3.1-pro-preview,p003,history,2,15,20,
gemini-3.1-pro-preview,p003,history,3,10,15,
gemini-3.1-pro-preview,p003,history,4,5,25,
gemini-3.1-pro-preview,p003,history,5,25,65,
gemini-3.1-pro-preview,p003,history,6,5,40,
gemini-3.1-pro-preview,p004,history,0,5,10,
gemini-3.1-pro-preview,p004,history,1,40,45,
gemini-3.1-pro-preview,p004,history,2,15,35,
gemini-3.1-pro-preview,p004,history,3,20,40,
gemini-3.1-pro-preview,p004,history,4,25,60,
gemini-3.1-pro-preview,p004,history,5,10,75,
gemini-3.1-pro-preview,p012,science,0,10,10,
gemini-3.1-pro-preview,p012,science,1,15,5,
gemini-3.1-pro-preview,p012,science,2,25,15,
gemini-3.1-pro-preview,p012,science,3,20,20,
gemini-3.1-pro-preview,p012,science,4,10,10,
gemini-3.1-pro-preview,p012,science,5,15,25,
gemini-3.1-pro-preview,p013,science,0,10,15,
gemini-3.1-pro-preview,p013,science,1,15,20,
gemini-3.1-pro-preview,p013,science,2,10,10,
gemini-3.1-pro-preview,p013,science,3,5,25,
gemini-3.1-pro-preview,p013,science,4,10,15,
gemini-3.1-pro-preview,p013,science,5,5,45,
gemini-3.1-pro-preview,p015,science,0,15,40,
gemini-3.1-pro-preview,p015,science,1,10,30,
gemini-3.1-pro-preview,p015,science,2,25,60,
gemini-3.1-pro-preview,p015,science,3,15,20,
gemini-3.1-pro-preview,p015,science,4,20,85,
gemini-3.1-pro-preview,p015,science,5,30,50,
gemini-3.1-pro-preview,p015,science,6,45,95,
gemini-3.1-pro-preview,p018,science,0,15,5,
gemini-3.1-pro-preview,p018,science,1,20,15,
gemini-3.1-pro-preview,p018,science,2,45,30,
gemini-3.1-pro-preview,p018,science,3,30,25,
gemini-3.1-pro-preview,p018,science,4,25,10,
gemini-3.1-pro-preview,p018,science,5,60,75,
gemini-3.1-pro-preview,p018,science,6,10,85,
gemini-3.1-pro-preview,p021,biology_medicine,0,10,80,
gemini-3.1-pro-preview,p021,biology_medicine,1,15,70,
gemini-3.1-pro-preview,p021,biology_medicine,2,5,40,
gemini-3.1-pro-preview,p021,biology_medicine,3,20,20,
gemini-3.1-pro-preview,p021,biology_medicine,4,10,30,
gemini-3.1-pro-preview,p021,biology_medicine,5,5,15,
gemini-3.1-pro-preview,p021,biology_medicine,6,15,45,
gemini-3.1-pro-preview,p025,biology_medicine,0,10,20,
gemini-3.1-pro-preview,p025,biology_medicine,1,15,20,
gemini-3.1-pro-preview,p025,biology_medicine,2,20,20,
gemini-3.1-pro-preview,p025,biology_medicine,3,25,30,
gemini-3.1-pro-preview,p025,biology_medicine,4,5,10,
gemini-3.1-pro-preview,p025,biology_medicine,5,15,30,
gemini-3.1-pro-preview,p025,biology_medicine,6,20,95,
gemini-3.1-pro-preview,p027,biology_medicine,0,5,5,
gemini-3.1-pro-preview,p027,biology_medicine,1,10,10,
gemini-3.1-pro-preview,p027,biology_medicine,2,15,20,
gemini-3.1-pro-preview,p027,biology_medicine,3,25,30,
gemini-3.1-pro-preview,p027,biology_medicine,4,20,25,
gemini-3.1-pro-preview,p027,biology_medicine,5,10,10,
gemini-3.1-pro-preview,p029,biology_medicine,0,10,10,
gemini-3.1-pro-preview,p029,biology_medicine,1,5,15,
gemini-3.1-pro-preview,p029,biology_medicine,2,30,35,
gemini-3.1-pro-preview,p029,biology_medicine,3,20,30,
gemini-3.1-pro-preview,p029,biology_medicine,4,15,15,
gemini-3.1-pro-preview,p029,biology_medicine,5,25,20,
gemini-3.1-pro-preview,p029,biology_medicine,6,5,5,
gemini-3.1-pro-preview,p033,technology,0,5,20,
gemini-3.1-pro-preview,p033,technology,1,10,10,
gemini-3.1-pro-preview,p033,technology,2,20,30,
gemini-3.1-pro-preview,p033,technology,3,15,15,
gemini-3.1-pro-preview,p033,technology,4,30,40,
gemini-3.1-pro-preview,p033,technology,5,10,60,
gemini-3.1-pro-preview,p034,technology,0,5,10,
gemini-3.1-pro-preview,p034,technology,1,20,30,
gemini-3.1-pro-preview,p034,technology,2,15,20,
gemini-3.1-pro-preview,p034,technology,3,10,15,
gemini-3.1-pro-preview,p034,technology,4,5,10,
gemini-3.1-pro-preview,p034,technology,5,10,15,
gemini-3.1-pro-preview,p035,technology,0,5,25,
gemini-3.1-pro-preview,p035,technology,1,15,60,
gemini-3.1-pro-preview,p035,technology,2,20,40,
gemini-3.1-pro-preview,p035,technology,3,10,15,
gemini-3.1-pro-preview,p035,technology,4,5,75,
gemini-3.1-pro-preview,p035,technology,5,5,50,
gemini-3.1-pro-preview,p035,technology,6,10,65,
gemini-3.1-pro-preview,p040,technology,0,10,10,
gemini-3.1-pro-preview,p040,technology,1,5,15,
gemini-3.1-pro-preview,p040,technology,2,15,40,
gemini-3.1-pro-preview,p040,technology,3,12,50,
gemini-3.1-pro-preview,p040,technology,4,5,20,
gemini-3.1-pro-preview,p040,technology,5,2,30,
gemini-3.1-pro-preview,p040,technology,6,8,65,
gemini-3.1-pro-preview,p042,economics,0,5,10,5
gemini-3.1-pro-preview,p042,economics,1,10,25,15
gemini-3.1-pro-preview,p042,economics,2,8,15,10
gemini-3.1-pro-preview,p042,economics,3,12,20,10
gemini-3.1-pro-preview,p042,economics,4,5,10,10
gemini-3.1-pro-preview,p042,economics,5,15,60,30
gemini-3.1-pro-preview,p044,economics,0,15,15,10
gemini-3.1-pro-preview,p044,economics,1,10,25,12
gemini-3.1-pro-preview,p044,economics,2,20,30,15
gemini-3.1-pro-preview,p044,economics,3,5,45,11
gemini-3.1-pro-preview,p044,economics,4,10,35,8
gemini-3.1-pro-preview,p044,economics,5,15,60,12
gemini-3.1-pro-preview,p044,economics,6,5,70,9
gemini-3.1-pro-preview,p045,economics,0,10,40,
gemini-3.1-pro-preview,p045,economics,1,15,70,
gemini-3.1-pro-preview,p045,economics,2,5,85,
gemini-3.1-pro-preview,p045,economics,3,10,60,
gemini-3.1-pro-preview,p045,economics,4,15,90,
gemini-3.1-pro-preview,p045,economics,5,5,80,
gemini-3.1-pro-preview,p045,economics,6,20,75,
gemini-3.1-pro-preview,p046,economics,0,10,20,
gemini-3.1-pro-preview,p046,economics,1,35,60,
gemini-3.1-pro-preview,p046,economics,2,20,75,
gemini-3.1-pro-preview,p046,economics,3,15,85,
gemini-3.1-pro-preview,p046,economics,4,25,70,
gemini-3.1-pro-preview,p046,economics,5,5,50,
gemini-3.1-pro-preview,p052,geography,0,5,5,
gemini-3.1-pro-preview,p052,geography,1,10,10,
gemini-3.1-pro-preview,p052,geography,2,15,15,
gemini-3.1-pro-preview,p052,geography,3,20,25,
gemini-3.1-pro-preview,p052,geography,4,10,10,
gemini-3.1-pro-preview,p052,geography,5,5,5,
gemini-3.1-pro-preview,p054,geography,0,5,10,
gemini-3.1-pro-preview,p054,geography,1,15,20,
gemini-3.1-pro-preview,p054,geography,2,25,65,
gemini-3.1-pro-preview,p054,geography,3,20,50,
gemini-3.1-pro-preview,p054,geography,4,5,45,
gemini-3.1-pro-preview,p054,geography,5,5,30,
gemini-3.1-pro-preview,p056,geography,0,10,65,
gemini-3.1-pro-preview,p056,geography,1,15,50,
gemini-3.1-pro-preview,p056,geography,2,30,85,
gemini-3.1-pro-preview,p056,geography,3,5,30,
gemini-3.1-pro-preview,p056,geography,4,20,75,
gemini-3.1-pro-preview,p056,geography,5,10,60,
gemini-3.1-pro-preview,p056,geography,6,5,95,
gemini-3.1-pro-preview,p060,geography,0,15,15,
gemini-3.1-pro-preview,p060,geography,1,20,10,
gemini-3.1-pro-preview,p060,geography,2,10,5,
gemini-3.1-pro-preview,p060,geography,3,15,10,
gemini-3.1-pro-preview,p060,geography,4,25,10,
gemini-3.1-pro-preview,p060,geography,5,5,25,
gemini-3.1-pro-preview,p065,food_culture,0,10,10,
gemini-3.1-pro-preview,p065,food_culture,1,15,20,
gemini-3.1-pro-preview,p065,food_culture,2,5,30,
gemini-3.1-pro-preview,p065,food_culture,3,20,40,
gemini-3.1-pro-preview,p065,food_culture,4,15,45,
gemini-3.1-pro-preview,p065,food_culture,5,25,85,
gemini-3.1-pro-preview,p066,food_culture,0,10,10,
gemini-3.1-pro-preview,p066,food_culture,1,15,20,
gemini-3.1-pro-preview,p066,food_culture,2,35,45,
gemini-3.1-pro-preview,p066,food_culture,3,20,40,
gemini-3.1-pro-preview,p066,food_culture,4,15,75,
gemini-3.1-pro-preview,p066,food_culture,5,5,60,
gemini-3.1-pro-preview,p068,food_culture,0,10,30,
gemini-3.1-pro-preview,p068,food_culture,1,15,40,
gemini-3.1-pro-preview,p068,food_culture,2,25,60,
gemini-3.1-pro-preview,p068,food_culture,3,35,80,
gemini-3.1-pro-preview,p068,food_culture,4,10,70,
gemini-3.1-pro-preview,p068,food_culture,5,40,85,
gemini-3.1-pro-preview,p068,food_culture,6,20,95,
gemini-3.1-pro-preview,p070,food_culture,0,10,10,10
gemini-3.1-pro-preview,p070,food_culture,1,25,45,40
gemini-3.1-pro-preview,p070,food_culture,2,30,60,45
gemini-3.1-pro-preview,p070,food_culture,3,40,85,60
gemini-3.1-pro-preview,p070,food_culture,4,45,75,65
gemini-3.1-pro-preview,p070,food_culture,5,50,90,85
gemini-3.1-pro-preview,p070,food_culture,6,5,80,15
gemini-3.1-pro-preview,p071,language,0,5,60,
gemini-3.1-pro-preview,p071,language,1,15,15,
gemini-3.1-pro-preview,p071,language,2,20,15,
gemini-3.1-pro-preview,p071,language,3,15,20,
gemini-3.1-pro-preview,p071,language,4,10,25,
gemini-3.1-pro-preview,p071,language,5,5,10,
gemini-3.1-pro-preview,p072,language,0,5,40,
gemini-3.1-pro-preview,p072,language,1,10,60,
gemini-3.1-pro-preview,p072,language,2,5,20,
gemini-3.1-pro-preview,p072,language,3,20,50,
gemini-3.1-pro-preview,p072,language,4,15,15,
gemini-3.1-pro-preview,p072,language,5,10,45,
gemini-3.1-pro-preview,p072,language,6,5,85,
gemini-3.1-pro-preview,p073,language,0,5,10,
gemini-3.1-pro-preview,p073,language,1,10,5,
gemini-3.1-pro-preview,p073,language,2,8,5,
gemini-3.1-pro-preview,p073,language,3,2,5,
gemini-3.1-pro-preview,p073,language,4,15,15,
gemini-3.1-pro-preview,p073,language,5,5,40,
gemini-3.1-pro-preview,p077,language,0,10,45,
gemini-3.1-pro-preview,p077,language,1,5,15,
gemini-3.1-pro-preview,p077,language,2,15,35,
gemini-3.1-pro-preview,p077,language,3,25,65,
gemini-3.1-pro-preview,p077,language,4,5,50,
gemini-3.1-pro-preview,p077,language,5,35,75,
gemini-3.1-pro-preview,p077,language,6,50,95,
gemini-3.1-pro-preview,p081,arts_culture,0,10,10,
gemini-3.1-pro-preview,p081,arts_culture,1,15,35,
gemini-3.1-pro-preview,p081,arts_culture,2,10,15,
gemini-3.1-pro-preview,p081,arts_culture,3,5,10,
gemini-3.1-pro-preview,p081,arts_culture,4,20,5,
gemini-3.1-pro-preview,p081,arts_culture,5,15,40,
gemini-3.1-pro-preview,p082,arts_culture,0,10,10,
gemini-3.1-pro-preview,p082,arts_culture,1,15,15,
gemini-3.1-pro-preview,p082,arts_culture,2,25,45,
gemini-3.1-pro-preview,p082,arts_culture,3,30,55,
gemini-3.1-pro-preview,p082,arts_culture,4,20,40,
gemini-3.1-pro-preview,p082,arts_culture,5,15,30,
gemini-3.1-pro-preview,p084,arts_culture,0,5,40,
gemini-3.1-pro-preview,p084,arts_culture,1,15,70,
gemini-3.1-pro-preview,p084,arts_culture,2,10,20,
gemini-3.1-pro-preview,p084,arts_culture,3,15,30,
gemini-3.1-pro-preview,p084,arts_culture,4,25,60,
gemini-3.1-pro-preview,p084,arts_culture,5,5,90,
gemini-3.1-pro-preview,p086,arts_culture,0,10,35,
gemini-3.1-pro-preview,p086,arts_culture,1,25,20,
gemini-3.1-pro-preview,p086,arts_culture,2,15,15,
gemini-3.1-pro-preview,p086,arts_culture,3,5,10,
gemini-3.1-pro-preview,p086,arts_culture,4,20,40,
gemini-3.1-pro-preview,p086,arts_culture,5,10,45,
gemini-3.1-pro-preview,p086,arts_culture,6,15,60,
gemini-3.1-pro-preview,p092,misconceptions,0,5,10,
gemini-3.1-pro-preview,p092,misconceptions,1,2,15,
gemini-3.1-pro-preview,p092,misconceptions,2,10,20,
gemini-3.1-pro-preview,p092,misconceptions,3,8,30,
gemini-3.1-pro-preview,p092,misconceptions,4,5,85,
gemini-3.1-pro-preview,p092,misconceptions,5,2,80,
gemini-3.1-pro-preview,p095,misconceptions,0,10,10,
gemini-3.1-pro-preview,p095,misconceptions,1,30,30,
gemini-3.1-pro-preview,p095,misconceptions,2,20,40,
gemini-3.1-pro-preview,p095,misconceptions,3,15,15,
gemini-3.1-pro-preview,p095,misconceptions,4,25,45,
gemini-3.1-pro-preview,p095,misconceptions,5,5,50,
gemini-3.1-pro-preview,p096,misconceptions,0,5,5,
gemini-3.1-pro-preview,p096,misconceptions,1,10,15,
gemini-3.1-pro-preview,p096,misconceptions,2,15,40,
gemini-3.1-pro-preview,p096,misconceptions,3,20,30,
gemini-3.1-pro-preview,p096,misconceptions,4,15,75,
gemini-3.1-pro-preview,p096,misconceptions,5,10,90,
gemini-3.1-pro-preview,p099,misconceptions,0,5,10,
gemini-3.1-pro-preview,p099,misconceptions,1,10,15,
gemini-3.1-pro-preview,p099,misconceptions,2,15,20,
gemini-3.1-pro-preview,p099,misconceptions,3,10,25,
gemini-3.1-pro-preview,p099,misconceptions,4,5,15,
gemini-3.1-pro-preview,p099,misconceptions,5,20,40,
gemini-3.1-pro-preview,p099,misconceptions,6,10,80,
gemini-3.1-pro-preview,ru01,history,0,10,45,
gemini-3.1-pro-preview,ru01,history,1,15,15,
gemini-3.1-pro-preview,ru01,history,2,20,50,
gemini-3.1-pro-preview,ru01,history,3,10,20,
gemini-3.1-pro-preview,ru01,history,4,40,75,
gemini-3.1-pro-preview,ru01,history,5,25,65,
gemini-3.1-pro-preview,ru01,history,6,5,90,
gemini-3.1-pro-preview,ru02,food_culture,0,10,65,
gemini-3.1-pro-preview,ru02,food_culture,1,25,80,
gemini-3.1-pro-preview,ru02,food_culture,2,15,75,
gemini-3.1-pro-preview,ru02,food_culture,3,35,85,
gemini-3.1-pro-preview,ru02,food_culture,4,10,45,
gemini-3.1-pro-preview,ru02,food_culture,5,20,30,
gemini-3.1-pro-preview,ru02,food_culture,6,5,95,
gemini-3.1-pro-preview,ru03,science,0,15,30,
gemini-3.1-pro-preview,ru03,science,1,5,20,
gemini-3.1-pro-preview,ru03,science,2,30,60,
gemini-3.1-pro-preview,ru03,science,3,10,25,
gemini-3.1-pro-preview,ru03,science,4,25,40,
gemini-3.1-pro-preview,ru03,science,5,20,65,
gemini-3.1-pro-preview,ru03,science,6,5,85,
gemini-3.1-pro-preview,ru04,biology_medicine,0,5,40,
gemini-3.1-pro-preview,ru04,biology_medicine,1,10,20,
gemini-3.1-pro-preview,ru04,biology_medicine,2,20,50,
gemini-3.1-pro-preview,ru04,biology_medicine,3,15,60,
gemini-3.1-pro-preview,ru04,biology_medicine,4,5,45,
gemini-3.1-pro-preview,ru04,biology_medicine,5,15,70,
gemini-3.1-pro-preview,ru04,biology_medicine,6,10,85,
gemini-3.1-pro-preview,ru05,technology,0,10,80,
gemini-3.1-pro-preview,ru05,technology,1,5,30,
gemini-3.1-pro-preview,ru05,technology,2,20,20,
gemini-3.1-pro-preview,ru05,technology,3,15,40,
gemini-3.1-pro-preview,ru05,technology,4,10,60,
gemini-3.1-pro-preview,ru05,technology,5,5,20,
gemini-3.1-pro-preview,ru05,technology,6,0,75,
gemini-3.1-pro-preview,ru06,economics,0,10,20,
gemini-3.1-pro-preview,ru06,economics,1,15,15,
gemini-3.1-pro-preview,ru06,economics,2,5,40,
gemini-3.1-pro-preview,ru06,economics,3,10,50,
gemini-3.1-pro-preview,ru06,economics,4,20,45,
gemini-3.1-pro-preview,ru06,economics,5,25,25,
gemini-3.1-pro-preview,ru06,economics,6,15,85,
gemini-3.1-pro-preview,ru07,geography,0,5,45,
gemini-3.1-pro-preview,ru07,geography,1,10,70,
gemini-3.1-pro-preview,ru07,geography,2,5,20,
gemini-3.1-pro-preview,ru07,geography,3,15,30,
gemini-3.1-pro-preview,ru07,geography,4,20,15,
gemini-3.1-pro-preview,ru07,geography,5,10,10,
gemini-3.1-pro-preview,ru07,geography,6,25,95,
gemini-3.1-pro-preview,ru08,food_culture,0,15,15,
gemini-3.1-pro-preview,ru08,food_culture,1,25,60,
gemini-3.1-pro-preview,ru08,food_culture,2,10,20,
gemini-3.1-pro-preview,ru08,food_culture,3,20,75,
gemini-3.1-pro-preview,ru08,food_culture,4,15,85,
gemini-3.1-pro-preview,ru08,food_culture,5,30,90,
gemini-3.1-pro-preview,ru08,food_culture,6,10,50,
gemini-3.1-pro-preview,ru09,science,0,15,60,
gemini-3.1-pro-preview,ru09,science,1,10,40,
gemini-3.1-pro-preview,ru09,science,2,20,50,
gemini-3.1-pro-preview,ru09,science,3,5,65,
gemini-3.1-pro-preview,ru09,science,4,15,70,
gemini-3.1-pro-preview,ru09,science,5,5,45,
gemini-3.1-pro-preview,ru09,science,6,30,85,
gemini-3.1-pro-preview,ru10,biology_medicine,0,5,10,
gemini-3.1-pro-preview,ru10,biology_medicine,1,10,25,
gemini-3.1-pro-preview,ru10,biology_medicine,2,15,45,
gemini-3.1-pro-preview,ru10,biology_medicine,3,15,70,
gemini-3.1-pro-preview,ru10,biology_medicine,4,20,35,
gemini-3.1-pro-preview,ru10,biology_medicine,5,5,65,
gemini-3.1-pro-preview,ru10,biology_medicine,6,10,85,
gemma-3-12b-it,p001,history,0,15,15,
gemma-3-12b-it,p001,history,1,25,25,
gemma-3-12b-it,p001,history,2,35,5,
gemma-3-12b-it,p001,history,3,50,40,
gemma-3-12b-it,p001,history,4,70,65,
gemma-3-12b-it,p001,history,5,60,30,
gemma-3-12b-it,p001,history,6,40,10,
gemma-3-12b-it,p002,history,0,15,15,
gemma-3-12b-it,p002,history,1,25,25,
gemma-3-12b-it,p002,history,2,30,35,
gemma-3-12b-it,p002,history,3,45,45,
gemma-3-12b-it,p002,history,4,55,55,
gemma-3-12b-it,p002,history,5,65,65,
gemma-3-12b-it,p002,history,6,75,75,
gemma-3-12b-it,p003,history,0,15,15,
gemma-3-12b-it,p003,history,1,25,20,
gemma-3-12b-it,p003,history,2,40,65,
gemma-3-12b-it,p003,history,3,55,75,
gemma-3-12b-it,p003,history,4,65,85,
gemma-3-12b-it,p003,history,5,75,70,
gemma-3-12b-it,p003,history,6,85,30,
gemma-3-12b-it,p004,history,0,15,15,
gemma-3-12b-it,p004,history,1,25,35,
gemma-3-12b-it,p004,history,2,35,5,
gemma-3-12b-it,p004,history,3,40,60,
gemma-3-12b-it,p004,history,4,50,75,
gemma-3-12b-it,p004,history,5,60,55,
gemma-3-12b-it,p004,history,6,70,10,
gemma-3-12b-it,p012,science,0,15,15,
gemma-3-12b-it,p012,science,1,20,25,
gemma-3-12b-it,p012,science,2,35,40,
gemma-3-12b-it,p012,science,3,40,35,
gemma-3-12b-it,p012,science,4,55,55,
gemma-3-12b-it,p012,science,5,65,65,
gemma-3-12b-it,p012,science,6,80,10,
gemma-3-12b-it,p013,science,0,15,15,
gemma-3-12b-it,p013,science,1,25,5,
gemma-3-12b-it,p013,science,2,35,30,
gemma-3-12b-it,p013,science,3,45,40,
gemma-3-12b-it,p013,science,4,55,65,
gemma-3-12b-it,p013,science,5,65,75,
gemma-3-12b-it,p013,science,6,75,20,
gemma-3-12b-it,p015,science,0,15,15,
gemma-3-12b-it,p015,science,1,35,35,
gemma-3-12b-it,p015,science,2,60,75,
gemma-3-12b-it,p015,science,3,20,40,
gemma-3-12b-it,p015,science,4,75,60,
gemma-3-12b-it,p015,science,5,85,55,
gemma-3-12b-it,p015,science,6,5,5,
gemma-3-12b-it,p018,science,0,15,15,
gemma-3-12b-it,p018,science,1,45,75,
gemma-3-12b-it,p018,science,2,60,60,
gemma-3-12b-it,p018,science,3,75,85,
gemma-3-12b-it,p018,science,4,85,50,
gemma-3-12b-it,p018,science,5,90,70,
gemma-3-12b-it,p018,science,6,5,30,
gemma-3-12b-it,p021,biology_medicine,0,25,,
gemma-3-12b-it,p021,biology_medicine,1,40,,
gemma-3-12b-it,p021,biology_medicine,2,65,,
gemma-3-12b-it,p021,biology_medicine,3,30,,
gemma-3-12b-it,p021,biology_medicine,4,50,,
gemma-3-12b-it,p021,biology_medicine,5,15,,
gemma-3-12b-it,p025,biology_medicine,0,15,15,
gemma-3-12b-it,p025,biology_medicine,1,25,35,
gemma-3-12b-it,p025,biology_medicine,2,40,60,
gemma-3-12b-it,p025,biology_medicine,3,60,50,
gemma-3-12b-it,p025,biology_medicine,4,75,40,
gemma-3-12b-it,p025,biology_medicine,5,5,20,
gemma-3-12b-it,p025,biology_medicine,6,30,30,
gemma-3-12b-it,p027,biology_medicine,0,15,15,
gemma-3-12b-it,p027,biology_medicine,1,25,25,
gemma-3-12b-it,p027,biology_medicine,2,40,40,
gemma-3-12b-it,p027,biology_medicine,3,55,65,
gemma-3-12b-it,p027,biology_medicine,4,70,55,
gemma-3-12b-it,p027,biology_medicine,5,85,30,
gemma-3-12b-it,p027,biology_medicine,6,95,45,
gemma-3-12b-it,p029,biology_medicine,0,15,15,
gemma-3-12b-it,p029,biology_medicine,1,25,35,
gemma-3-12b-it,p029,biology_medicine,2,40,55,
gemma-3-12b-it,p029,biology_medicine,3,55,60,
gemma-3-12b-it,p029,biology_medicine,4,65,70,
gemma-3-12b-it,p029,biology_medicine,5,75,25,
gemma-3-12b-it,p029,biology_medicine,6,85,10,
gemma-3-12b-it,p033,technology,0,25,15,
gemma-3-12b-it,p033,technology,1,40,65,
gemma-3-12b-it,p033,technology,2,65,45,
gemma-3-12b-it,p033,technology,3,75,55,
gemma-3-12b-it,p033,technology,4,80,30,
gemma-3-12b-it,p033,technology,5,70,70,
gemma-3-12b-it,p033,technology,6,30,20,
gemma-3-12b-it,p034,technology,0,15,,
gemma-3-12b-it,p034,technology,1,25,,
gemma-3-12b-it,p034,technology,2,30,,
gemma-3-12b-it,p034,technology,3,60,,
gemma-3-12b-it,p034,technology,4,75,,
gemma-3-12b-it,p034,technology,5,85,,
gemma-3-12b-it,p034,technology,6,5,,
gemma-3-12b-it,p035,technology,0,15,15,
gemma-3-12b-it,p035,technology,1,25,35,
gemma-3-12b-it,p035,technology,2,30,20,
gemma-3-12b-it,p035,technology,3,40,50,
gemma-3-12b-it,p035,technology,4,50,40,
gemma-3-12b-it,p035,technology,5,60,65,
gemma-3-12b-it,p035,technology,6,70,30,
gemma-3-12b-it,p040,technology,0,15,15,
