model_id,question_id,family,condition,sentence_index,score
deepseek-v4-flash,p042,economics,replay,0,5
deepseek-v4-flash,p042,economics,live,1,15
deepseek-v4-flash,p042,economics,post,1,12
deepseek-v4-flash,p042,economics,replay,1,10
deepseek-v4-flash,p042,economics,live,2,25
deepseek-v4-flash,p042,economics,post,2,15
deepseek-v4-flash,p042,economics,replay,2,15
deepseek-v4-flash,p042,economics,live,3,20
deepseek-v4-flash,p042,economics,post,3,20
deepseek-v4-flash,p042,economics,replay,3,20
deepseek-v4-flash,p042,economics,live,4,30
deepseek-v4-flash,p042,economics,post,4,25
deepseek-v4-flash,p042,economics,replay,4,25
deepseek-v4-flash,p042,economics,live,5,15
deepseek-v4-flash,p042,economics,post,5,10
deepseek-v4-flash,p042,economics,replay,5,30
deepseek-v4-flash,p044,economics,live,0,20
deepseek-v4-flash,p044,economics,post,0,10
deepseek-v4-flash,p044,economics,replay,0,5
deepseek-v4-flash,p044,economics,live,1,30
deepseek-v4-flash,p044,economics,post,1,20
deepseek-v4-flash,p044,economics,replay,1,15
deepseek-v4-flash,p044,economics,live,2,35
deepseek-v4-flash,p044,economics,post,2,15
deepseek-v4-flash,p044,economics,replay,2,15
deepseek-v4-flash,p044,economics,live,3,40
deepseek-v4-flash,p044,economics,post,3,10
deepseek-v4-flash,p044,economics,replay,3,15
deepseek-v4-flash,p044,economics,live,4,45
deepseek-v4-flash,p044,economics,post,4,10
deepseek-v4-flash,p044,economics,replay,4,10
deepseek-v4-flash,p044,economics,live,5,50
deepseek-v4-flash,p044,economics,post,5,5
deepseek-v4-flash,p044,economics,replay,5,10
deepseek-v4-flash,p045,economics,live,0,20
deepseek-v4-flash,p045,economics,post,0,2
deepseek-v4-flash,p045,economics,live,1,35
deepseek-v4-flash,p045,economics,post,1,8
deepseek-v4-flash,p045,economics,live,2,15
deepseek-v4-flash,p045,economics,post,2,5
deepseek-v4-flash,p045,economics,live,3,30
deepseek-v4-flash,p045,economics,post,3,15
deepseek-v4-flash,p045,economics,live,4,25
deepseek-v4-flash,p045,economics,post,4,3
deepseek-v4-flash,p045,economics,live,5,40
deepseek-v4-flash,p045,economics,post,5,4
deepseek-v4-flash,p046,economics,live,0,5
deepseek-v4-flash,p046,economics,post,0,5
deepseek-v4-flash,p046,economics,live,1,8
deepseek-v4-flash,p046,economics,post,1,10
deepseek-v4-flash,p046,economics,live,2,10
deepseek-v4-flash,p046,economics,post,2,12
deepseek-v4-flash,p046,economics,live,3,7
deepseek-v4-flash,p046,economics,post,3,20
deepseek-v4-flash,p046,economics,live,4,12
deepseek-v4-flash,p046,economics,post,4,15
deepseek-v4-flash,p046,economics,live,5,6
deepseek-v4-flash,p046,economics,post,5,5
deepseek-v4-flash,p052,geography,live,0,10
deepseek-v4-flash,p052,geography,post,0,5
deepseek-v4-flash,p052,geography,live,1,15
deepseek-v4-flash,p052,geography,post,1,2
deepseek-v4-flash,p052,geography,live,2,30
deepseek-v4-flash,p052,geography,post,2,10
deepseek-v4-flash,p052,geography,live,3,50
deepseek-v4-flash,p052,geography,post,3,8
deepseek-v4-flash,p052,geography,live,4,40
deepseek-v4-flash,p052,geography,post,4,20
deepseek-v4-flash,p052,geography,live,5,5
deepseek-v4-flash,p052,geography,post,5,1
deepseek-v4-flash,p054,geography,live,0,20
deepseek-v4-flash,p054,geography,post,0,10
deepseek-v4-flash,p054,geography,live,1,30
deepseek-v4-flash,p054,geography,post,1,20
deepseek-v4-flash,p054,geography,live,2,40
deepseek-v4-flash,p054,geography,post,2,40
deepseek-v4-flash,p054,geography,live,3,35
deepseek-v4-flash,p054,geography,post,3,35
deepseek-v4-flash,p054,geography,live,4,25
deepseek-v4-flash,p054,geography,post,4,15
deepseek-v4-flash,p054,geography,live,5,30
deepseek-v4-flash,p054,geography,post,5,10
deepseek-v4-flash,p056,geography,live,0,10
deepseek-v4-flash,p056,geography,post,0,5
deepseek-v4-flash,p056,geography,live,1,15
deepseek-v4-flash,p056,geography,post,1,10
deepseek-v4-flash,p056,geography,live,2,20
deepseek-v4-flash,p056,geography,post,2,20
deepseek-v4-flash,p056,geography,live,3,25
deepseek-v4-flash,p056,geography,post,3,20
deepseek-v4-flash,p056,geography,live,4,10
deepseek-v4-flash,p056,geography,post,4,10
deepseek-v4-flash,p056,geography,live,5,5
deepseek-v4-flash,p056,geography,post,5,5
deepseek-v4-flash,p060,geography,live,0,3
deepseek-v4-flash,p060,geography,post,0,0
deepseek-v4-flash,p060,geography,live,1,2
deepseek-v4-flash,p060,geography,post,1,10
deepseek-v4-flash,p060,geography,live,2,4
deepseek-v4-flash,p060,geography,post,2,15
deepseek-v4-flash,p060,geography,live,3,5
deepseek-v4-flash,p060,geography,post,3,20
deepseek-v4-flash,p060,geography,live,4,2
deepseek-v4-flash,p060,geography,post,4,25
deepseek-v4-flash,p060,geography,live,5,3
deepseek-v4-flash,p060,geography,post,5,10
deepseek-v4-flash,p060,geography,live,6,1
deepseek-v4-flash,p060,geography,post,6,5
deepseek-v4-flash,p065,food_culture,live,0,15
deepseek-v4-flash,p065,food_culture,post,0,15
deepseek-v4-flash,p065,food_culture,live,1,20
deepseek-v4-flash,p065,food_culture,post,1,10
deepseek-v4-flash,p065,food_culture,live,2,30
deepseek-v4-flash,p065,food_culture,post,2,20
deepseek-v4-flash,p065,food_culture,live,3,25
deepseek-v4-flash,p065,food_culture,post,3,15
deepseek-v4-flash,p065,food_culture,live,4,35
deepseek-v4-flash,p065,food_culture,post,4,25
deepseek-v4-flash,p065,food_culture,live,5,40
deepseek-v4-flash,p065,food_culture,post,5,20
deepseek-v4-flash,p065,food_culture,live,6,10
deepseek-v4-flash,p065,food_culture,post,6,10
deepseek-v4-flash,p066,food_culture,live,0,10
deepseek-v4-flash,p066,food_culture,post,0,5
deepseek-v4-flash,p066,food_culture,live,1,20
deepseek-v4-flash,p066,food_culture,post,1,10
deepseek-v4-flash,p066,food_culture,live,2,15
deepseek-v4-flash,p066,food_culture,post,2,15
deepseek-v4-flash,p066,food_culture,live,3,10
deepseek-v4-flash,p066,food_culture,post,3,5
deepseek-v4-flash,p066,food_culture,live,4,20
deepseek-v4-flash,p066,food_culture,post,4,5
deepseek-v4-flash,p066,food_culture,live,5,25
deepseek-v4-flash,p066,food_culture,post,5,10
deepseek-v4-flash,p066,food_culture,live,6,5
deepseek-v4-flash,p066,food_culture,post,6,5
deepseek-v4-flash,p068,food_culture,live,0,15
deepseek-v4-flash,p068,food_culture,post,0,10
deepseek-v4-flash,p068,food_culture,live,1,25
deepseek-v4-flash,p068,food_culture,post,1,20
deepseek-v4-flash,p068,food_culture,live,2,20
deepseek-v4-flash,p068,food_culture,post,2,30
deepseek-v4-flash,p068,food_culture,live,3,10
deepseek-v4-flash,p068,food_culture,post,3,15
deepseek-v4-flash,p068,food_culture,live,4,30
deepseek-v4-flash,p068,food_culture,post,4,35
deepseek-v4-flash,p068,food_culture,live,5,15
deepseek-v4-flash,p068,food_culture,post,5,30
deepseek-v4-flash,p068,food_culture,live,6,5
deepseek-v4-flash,p068,food_culture,post,6,5
deepseek-v4-flash,p070,food_culture,live,0,15
deepseek-v4-flash,p070,food_culture,post,0,10
deepseek-v4-flash,p070,food_culture,replay,0,5
deepseek-v4-flash,p070,food_culture,live,1,20
deepseek-v4-flash,p070,food_culture,post,1,30
deepseek-v4-flash,p070,food_culture,replay,1,30
deepseek-v4-flash,p070,food_culture,live,2,25
deepseek-v4-flash,p070,food_culture,post,2,5
deepseek-v4-flash,p070,food_culture,replay,2,25
deepseek-v4-flash,p070,food_culture,live,3,15
deepseek-v4-flash,p070,food_culture,post,3,20
deepseek-v4-flash,p070,food_culture,replay,3,30
deepseek-v4-flash,p070,food_culture,live,4,8
deepseek-v4-flash,p070,food_culture,post,4,5
deepseek-v4-flash,p070,food_culture,replay,4,8
deepseek-v4-flash,p071,language,live,0,10
deepseek-v4-flash,p071,language,post,0,5
deepseek-v4-flash,p071,language,live,1,20
deepseek-v4-flash,p071,language,post,1,20
deepseek-v4-flash,p071,language,live,2,20
deepseek-v4-flash,p071,language,post,2,10
deepseek-v4-flash,p071,language,live,3,15
deepseek-v4-flash,p071,language,post,3,15
deepseek-v4-flash,p071,language,live,4,5
deepseek-v4-flash,p071,language,post,4,0
deepseek-v4-flash,p071,language,live,5,12
deepseek-v4-flash,p071,language,post,5,25
deepseek-v4-flash,p072,language,live,0,10
deepseek-v4-flash,p072,language,post,0,5
deepseek-v4-flash,p072,language,live,1,15
deepseek-v4-flash,p072,language,post,1,10
deepseek-v4-flash,p072,language,live,2,5
deepseek-v4-flash,p072,language,post,2,5
deepseek-v4-flash,p072,language,live,3,10
deepseek-v4-flash,p072,language,post,3,15
deepseek-v4-flash,p072,language,live,4,15
deepseek-v4-flash,p072,language,post,4,20
deepseek-v4-flash,p072,language,live,5,5
deepseek-v4-flash,p072,language,post,5,5
deepseek-v4-flash,p082,arts_culture,live,0,15
deepseek-v4-flash,p082,arts_culture,post,0,25
deepseek-v4-flash,p082,arts_culture,live,1,30
deepseek-v4-flash,p082,arts_culture,post,1,55
deepseek-v4-flash,p082,arts_culture,live,2,30
deepseek-v4-flash,p082,arts_culture,post,2,40
deepseek-v4-flash,p082,arts_culture,live,3,35
deepseek-v4-flash,p082,arts_culture,post,3,75
deepseek-v4-flash,p082,arts_culture,live,4,25
deepseek-v4-flash,p082,arts_culture,post,4,45
deepseek-v4-flash,p082,arts_culture,live,5,10
deepseek-v4-flash,p082,arts_culture,post,5,60
deepseek-v4-flash,p084,arts_culture,live,0,15
deepseek-v4-flash,p084,arts_culture,post,0,30
deepseek-v4-flash,p084,arts_culture,live,1,25
deepseek-v4-flash,p084,arts_culture,post,1,60
deepseek-v4-flash,p084,arts_culture,live,2,30
deepseek-v4-flash,p084,arts_culture,post,2,40
deepseek-v4-flash,p084,arts_culture,live,3,35
deepseek-v4-flash,p084,arts_culture,post,3,70
deepseek-v4-flash,p084,arts_culture,live,4,50
deepseek-v4-flash,p084,arts_culture,post,4,50
deepseek-v4-flash,p084,arts_culture,live,5,15
deepseek-v4-flash,p084,arts_culture,post,5,55
deepseek-v4-flash,p084,arts_culture,live,6,30
deepseek-v4-flash,p084,arts_culture,post,6,60
deepseek-v4-flash,p092,misconceptions,live,0,10
deepseek-v4-flash,p092,misconceptions,post,0,5
deepseek-v4-flash,p092,misconceptions,live,1,15
deepseek-v4-flash,p092,misconceptions,post,1,15
deepseek-v4-flash,p092,misconceptions,live,2,20
deepseek-v4-flash,p092,misconceptions,post,2,10
deepseek-v4-flash,p092,misconceptions,live,3,12
deepseek-v4-flash,p092,misconceptions,post,3,15
deepseek-v4-flash,p092,misconceptions,live,4,8
deepseek-v4-flash,p092,misconceptions,post,4,5
deepseek-v4-flash,p092,misconceptions,live,5,18
deepseek-v4-flash,p092,misconceptions,post,5,10
deepseek-v4-flash,p095,misconceptions,live,0,10
deepseek-v4-flash,p095,misconceptions,post,0,5
deepseek-v4-flash,p095,misconceptions,live,1,15
deepseek-v4-flash,p095,misconceptions,post,1,15
deepseek-v4-flash,p095,misconceptions,live,2,20
deepseek-v4-flash,p095,misconceptions,post,2,10
deepseek-v4-flash,p095,misconceptions,live,3,5
deepseek-v4-flash,p095,misconceptions,post,3,20
deepseek-v4-flash,p095,misconceptions,live,4,25
deepseek-v4-flash,p095,misconceptions,post,4,30
deepseek-v4-flash,p095,misconceptions,live,5,10
deepseek-v4-flash,p095,misconceptions,post,5,5
deepseek-v4-flash,p095,misconceptions,live,6,5
deepseek-v4-flash,p095,misconceptions,post,6,5
deepseek-v4-flash,p096,misconceptions,live,0,10
deepseek-v4-flash,p096,misconceptions,post,0,10
deepseek-v4-flash,p096,misconceptions,live,1,15
deepseek-v4-flash,p096,misconceptions,post,1,20
deepseek-v4-flash,p096,misconceptions,live,2,20
deepseek-v4-flash,p096,misconceptions,post,2,15
deepseek-v4-flash,p096,misconceptions,live,3,25
deepseek-v4-flash,p096,misconceptions,post,3,25
deepseek-v4-flash,p096,misconceptions,live,4,15
deepseek-v4-flash,p096,misconceptions,post,4,20
deepseek-v4-flash,p096,misconceptions,live,5,10
deepseek-v4-flash,p096,misconceptions,post,5,10
deepseek-v4-flash,p099,misconceptions,live,0,5
deepseek-v4-flash,p099,misconceptions,post,0,10
deepseek-v4-flash,p099,misconceptions,live,1,10
deepseek-v4-flash,p099,misconceptions,post,1,35
deepseek-v4-flash,p099,misconceptions,live,2,15
deepseek-v4-flash,p099,misconceptions,post,2,20
deepseek-v4-flash,p099,misconceptions,live,3,20
deepseek-v4-flash,p099,misconceptions,post,3,30
deepseek-v4-flash,p099,misconceptions,live,4,25
deepseek-v4-flash,p099,misconceptions,post,4,15
deepseek-v4-flash,p099,misconceptions,live,5,30
deepseek-v4-flash,p099,misconceptions,post,5,5
gemini-3.1-pro-preview,p001,history,live,0,5
gemini-3.1-pro-preview,p001,history,post,0,30
gemini-3.1-pro-preview,p001,history,replay,0,15
gemini-3.1-pro-preview,p001,history,live,1,15
gemini-3.1-pro-preview,p001,history,post,1,40
gemini-3.1-pro-preview,p001,history,replay,1,35
gemini-3.1-pro-preview,p001,history,live,2,10
gemini-3.1-pro-preview,p001,history,post,2,20
gemini-3.1-pro-preview,p001,history,replay,2,25
gemini-3.1-pro-preview,p001,history,live,3,20
gemini-3.1-pro-preview,p001,history,post,3,50
gemini-3.1-pro-preview,p001,history,replay,3,30
gemini-3.1-pro-preview,p001,history,live,4,15
gemini-3.1-pro-preview,p001,history,post,4,60
gemini-3.1-pro-preview,p001,history,replay,4,45
gemini-3.1-pro-preview,p001,history,live,5,5
gemini-3.1-pro-preview,p001,history,post,5,25
gemini-3.1-pro-preview,p001,history,replay,5,30
gemini-3.1-pro-preview,p002,history,live,0,10
gemini-3.1-pro-preview,p002,history,post,0,40
gemini-3.1-pro-preview,p002,history,live,1,15
gemini-3.1-pro-preview,p002,history,post,1,50
gemini-3.1-pro-preview,p002,history,live,2,5
gemini-3.1-pro-preview,p002,history,post,2,60
gemini-3.1-pro-preview,p002,history,live,3,20
gemini-3.1-pro-preview,p002,history,post,3,70
gemini-3.1-pro-preview,p002,history,live,4,15
gemini-3.1-pro-preview,p002,history,post,4,65
gemini-3.1-pro-preview,p002,history,live,5,25
gemini-3.1-pro-preview,p002,history,post,5,85
gemini-3.1-pro-preview,p002,history,live,6,10
gemini-3.1-pro-preview,p002,history,post,6,90
gemini-3.1-pro-preview,p003,history,live,0,10
gemini-3.1-pro-preview,p003,history,post,0,45
gemini-3.1-pro-preview,p003,history,live,1,20
gemini-3.1-pro-preview,p003,history,post,1,30
gemini-3.1-pro-preview,p003,history,live,2,15
gemini-3.1-pro-preview,p003,history,post,2,20
gemini-3.1-pro-preview,p003,history,live,3,10
gemini-3.1-pro-preview,p003,history,post,3,15
gemini-3.1-pro-preview,p003,history,live,4,5
gemini-3.1-pro-preview,p003,history,post,4,25
gemini-3.1-pro-preview,p003,history,live,5,25
gemini-3.1-pro-preview,p003,history,post,5,65
gemini-3.1-pro-preview,p003,history,live,6,5
gemini-3.1-pro-preview,p003,history,post,6,40
gemini-3.1-pro-preview,p004,history,live,0,5
gemini-3.1-pro-preview,p004,history,post,0,10
gemini-3.1-pro-preview,p004,history,live,1,40
gemini-3.1-pro-preview,p004,history,post,1,45
gemini-3.1-pro-preview,p004,history,live,2,15
gemini-3.1-pro-preview,p004,history,post,2,35
gemini-3.1-pro-preview,p004,history,live,3,20
gemini-3.1-pro-preview,p004,history,post,3,40
gemini-3.1-pro-preview,p004,history,live,4,25
gemini-3.1-pro-preview,p004,history,post,4,60
gemini-3.1-pro-preview,p004,history,live,5,10
gemini-3.1-pro-preview,p004,history,post,5,75
gemini-3.1-pro-preview,p012,science,live,0,10
gemini-3.1-pro-preview,p012,science,post,0,10
gemini-3.1-pro-preview,p012,science,live,1,15
gemini-3.1-pro-preview,p012,science,post,1,5
gemini-3.1-pro-preview,p012,science,live,2,25
gemini-3.1-pro-preview,p012,science,post,2,15
gemini-3.1-pro-preview,p012,science,live,3,20
gemini-3.1-pro-preview,p012,science,post,3,20
gemini-3.1-pro-preview,p012,science,live,4,10
gemini-3.1-pro-preview,p012,science,post,4,10
gemini-3.1-pro-preview,p012,science,live,5,15
gemini-3.1-pro-preview,p012,science,post,5,25
gemini-3.1-pro-preview,p013,science,live,0,10
gemini-3.1-pro-preview,p013,science,post,0,15
gemini-3.1-pro-preview,p013,science,live,1,15
gemini-3.1-pro-preview,p013,science,post,1,20
gemini-3.1-pro-preview,p013,science,live,2,10
gemini-3.1-pro-preview,p013,science,post,2,10
gemini-3.1-pro-preview,p013,science,live,3,5
gemini-3.1-pro-preview,p013,science,post,3,25
gemini-3.1-pro-preview,p013,science,live,4,10
gemini-3.1-pro-preview,p013,science,post,4,15
gemini-3.1-pro-preview,p013,science,live,5,5
gemini-3.1-pro-preview,p013,science,post,5,45
gemini-3.1-pro-preview,p015,science,live,0,15
gemini-3.1-pro-preview,p015,science,post,0,40
gemini-3.1-pro-preview,p015,science,live,1,10
gemini-3.1-pro-preview,p015,science,post,1,30
gemini-3.1-pro-preview,p015,science,live,2,25
gemini-3.1-pro-preview,p015,science,post,2,60
gemini-3.1-pro-preview,p015,science,live,3,15
gemini-3.1-pro-preview,p015,science,post,3,20
gemini-3.1-pro-preview,p015,science,live,4,20
gemini-3.1-pro-preview,p015,science,post,4,85
gemini-3.1-pro-preview,p015,science,live,5,30
gemini-3.1-pro-preview,p015,science,post,5,50
gemini-3.1-pro-preview,p015,science,live,6,45
gemini-3.1-pro-preview,p015,science,post,6,95
gemini-3.1-pro-preview,p018,science,live,0,15
gemini-3.1-pro-preview,p018,science,post,0,5
gemini-3.1-pro-preview,p018,science,live,1,20
gemini-3.1-pro-preview,p018,science,post,1,15
gemini-3.1-pro-preview,p018,science,live,2,45
gemini-3.1-pro-preview,p018,science,post,2,30
gemini-3.1-pro-preview,p018,science,live,3,30
gemini-3.1-pro-preview,p018,science,post,3,25
gemini-3.1-pro-preview,p018,science,live,4,25
gemini-3.1-pro-preview,p018,science,post,4,10
gemini-3.1-pro-preview,p018,science,live,5,60
gemini-3.1-pro-preview,p018,science,post,5,75
gemini-3.1-pro-preview,p018,science,live,6,10
gemini-3.1-pro-preview,p018,science,post,6,85
gemini-3.1-pro-preview,p021,biology_medicine,live,0,10
gemini-3.1-pro-preview,p021,biology_medicine,post,0,80
gemini-3.1-pro-preview,p021,biology_medicine,live,1,15
gemini-3.1-pro-preview,p021,biology_medicine,post,1,70
gemini-3.1-pro-preview,p021,biology_medicine,live,2,5
gemini-3.1-pro-preview,p021,biology_medicine,post,2,40
gemini-3.1-pro-preview,p021,biology_medicine,live,3,20
gemini-3.1-pro-preview,p021,biology_medicine,post,3,20
gemini-3.1-pro-preview,p021,biology_medicine,live,4,10
gemini-3.1-pro-preview,p021,biology_medicine,post,4,30
gemini-3.1-pro-preview,p021,biology_medicine,live,5,5
gemini-3.1-pro-preview,p021,biology_medicine,post,5,15
gemini-3.1-pro-preview,p021,biology_medicine,live,6,15
gemini-3.1-pro-preview,p021,biology_medicine,post,6,45
gemini-3.1-pro-preview,p025,biology_medicine,live,0,10
gemini-3.1-pro-preview,p025,biology_medicine,post,0,20
gemini-3.1-pro-preview,p025,biology_medicine,live,1,15
gemini-3.1-pro-preview,p025,biology_medicine,post,1,20
gemini-3.1-pro-preview,p025,biology_medicine,live,2,20
gemini-3.1-pro-preview,p025,biology_medicine,post,2,20
gemini-3.1-pro-preview,p025,biology_medicine,live,3,25
gemini-3.1-pro-preview,p025,biology_medicine,post,3,30
gemini-3.1-pro-preview,p025,biology_medicine,live,4,5
gemini-3.1-pro-preview,p025,biology_medicine,post,4,10
gemini-3.1-pro-preview,p025,biology_medicine,live,5,15
gemini-3.1-pro-preview,p025,biology_medicine,post,5,30
gemini-3.1-pro-preview,p025,biology_medicine,live,6,20
gemini-3.1-pro-preview,p025,biology_medicine,post,6,95
gemini-3.1-pro-preview,p027,biology_medicine,live,0,5
gemini-3.1-pro-preview,p027,biology_medicine,post,0,5
gemini-3.1-pro-preview,p027,biology_medicine,live,1,10
gemini-3.1-pro-preview,p027,biology_medicine,post,1,10
gemini-3.1-pro-preview,p027,biology_medicine,live,2,15
gemini-3.1-pro-preview,p027,biology_medicine,post,2,20
gemini-3.1-pro-preview,p027,biology_medicine,live,3,25
gemini-3.1-pro-preview,p027,biology_medicine,post,3,30
gemini-3.1-pro-preview,p027,biology_medicine,live,4,20
gemini-3.1-pro-preview,p027,biology_medicine,post,4,25
gemini-3.1-pro-preview,p027,biology_medicine,live,5,10
gemini-3.1-pro-preview,p027,biology_medicine,post,5,10
gemini-3.1-pro-preview,p029,biology_medicine,live,0,10
gemini-3.1-pro-preview,p029,biology_medicine,post,0,10
gemini-3.1-pro-preview,p029,biology_medicine,live,1,5
gemini-3.1-pro-preview,p029,biology_medicine,post,1,15
gemini-3.1-pro-preview,p029,biology_medicine,live,2,30
gemini-3.1-pro-preview,p029,biology_medicine,post,2,35
gemini-3.1-pro-preview,p029,biology_medicine,live,3,20
gemini-3.1-pro-preview,p029,biology_medicine,post,3,30
gemini-3.1-pro-preview,p029,biology_medicine,live,4,15
gemini-3.1-pro-preview,p029,biology_medicine,post,4,15
gemini-3.1-pro-preview,p029,biology_medicine,live,5,25
gemini-3.1-pro-preview,p029,biology_medicine,post,5,20
gemini-3.1-pro-preview,p029,biology_medicine,live,6,5
gemini-3.1-pro-preview,p029,biology_medicine,post,6,5
gemini-3.1-pro-preview,p033,technology,live,0,5
gemini-3.1-pro-preview,p033,technology,post,0,20
gemini-3.1-pro-preview,p033,technology,live,1,10
gemini-3.1-pro-preview,p033,technology,post,1,10
gemini-3.1-pro-preview,p033,technology,live,2,20
gemini-3.1-pro-preview,p033,technology,post,2,30
gemini-3.1-pro-preview,p033,technology,live,3,15
gemini-3.1-pro-preview,p033,technology,post,3,15
gemini-3.1-pro-preview,p033,technology,live,4,30
gemini-3.1-pro-preview,p033,technology,post,4,40
gemini-3.1-pro-preview,p033,technology,live,5,10
gemini-3.1-pro-preview,p033,technology,post,5,60
gemini-3.1-pro-preview,p034,technology,live,0,5
gemini-3.1-pro-preview,p034,technology,post,0,10
gemini-3.1-pro-preview,p034,technology,live,1,20
gemini-3.1-pro-preview,p034,technology,post,1,30
gemini-3.1-pro-preview,p034,technology,live,2,15
gemini-3.1-pro-preview,p034,technology,post,2,20
gemini-3.1-pro-preview,p034,technology,live,3,10
gemini-3.1-pro-preview,p034,technology,post,3,15
gemini-3.1-pro-preview,p034,technology,live,4,5
gemini-3.1-pro-preview,p034,technology,post,4,10
gemini-3.1-pro-preview,p034,technology,live,5,10
gemini-3.1-pro-preview,p034,technology,post,5,15
gemini-3.1-pro-preview,p035,technology,live,0,5
gemini-3.1-pro-preview,p035,technology,post,0,25
gemini-3.1-pro-preview,p035,technology,live,1,15
gemini-3.1-pro-preview,p035,technology,post,1,60
gemini-3.1-pro-preview,p035,technology,live,2,20
gemini-3.1-pro-preview,p035,technology,post,2,40
gemini-3.1-pro-preview,p035,technology,live,3,10
gemini-3.1-pro-preview,p035,technology,post,3,15
gemini-3.1-pro-preview,p035,technology,live,4,5
gemini-3.1-pro-preview,p035,technology,post,4,75
gemini-3.1-pro-preview,p035,technology,live,5,5
gemini-3.1-pro-preview,p035,technology,post,5,50
gemini-3.1-pro-preview,p035,technology,live,6,10
gemini-3.1-pro-preview,p035,technology,post,6,65
gemini-3.1-pro-preview,p040,technology,live,0,10
gemini-3.1-pro-preview,p040,technology,post,0,10
gemini-3.1-pro-preview,p040,technology,live,1,5
gemini-3.1-pro-preview,p040,technology,post,1,15
gemini-3.1-pro-preview,p040,technology,live,2,15
gemini-3.1-pro-preview,p040,technology,post,2,40
gemini-3.1-pro-preview,p040,technology,live,3,12
gemini-3.1-pro-preview,p040,technology,post,3,50
gemini-3.1-pro-preview,p040,technology,live,4,5
gemini-3.1-pro-preview,p040,technology,post,4,20
gemini-3.1-pro-preview,p040,technology,live,5,2
gemini-3.1-pro-preview,p040,technology,post,5,30
gemini-3.1-pro-preview,p040,technology,live,6,8
gemini-3.1-pro-preview,p040,technology,post,6,65
gemini-3.1-pro-preview,p042,economics,live,0,5
gemini-3.1-pro-preview,p042,economics,post,0,10
gemini-3.1-pro-preview,p042,economics,replay,0,5
gemini-3.1-pro-preview,p042,economics,live,1,10
gemini-3.1-pro-preview,p042,economics,post,1,25
gemini-3.1-pro-preview,p042,economics,replay,1,15
gemini-3.1-pro-preview,p042,economics,live,2,8
gemini-3.1-pro-preview,p042,economics,post,2,15
gemini-3.1-pro-preview,p042,economics,replay,2,10
gemini-3.1-pro-preview,p042,economics,live,3,12
gemini-3.1-pro-preview,p042,economics,post,3,20
gemini-3.1-pro-preview,p042,economics,replay,3,10
gemini-3.1-pro-preview,p042,economics,live,4,5
gemini-3.1-pro-preview,p042,economics,post,4,10
gemini-3.1-pro-preview,p042,economics,replay,4,10
gemini-3.1-pro-preview,p042,economics,live,5,15
gemini-3.1-pro-preview,p042,economics,post,5,60
gemini-3.1-pro-preview,p042,economics,replay,5,30
gemini-3.1-pro-preview,p044,economics,live,0,15
gemini-3.1-pro-preview,p044,economics,post,0,15
gemini-3.1-pro-preview,p044,economics,replay,0,10
gemini-3.1-pro-preview,p044,economics,live,1,10
gemini-3.1-pro-preview,p044,economics,post,1,25
gemini-3.1-pro-preview,p044,economics,replay,1,12
gemini-3.1-pro-preview,p044,economics,live,2,20
gemini-3.1-pro-preview,p044,economics,post,2,30
gemini-3.1-pro-preview,p044,economics,replay,2,15
gemini-3.1-pro-preview,p044,economics,live,3,5
gemini-3.1-pro-preview,p044,economics,post,3,45
gemini-3.1-pro-preview,p044,economics,replay,3,11
gemini-3.1-pro-preview,p044,economics,live,4,10
gemini-3.1-pro-preview,p044,economics,post,4,35
gemini-3.1-pro-preview,p044,economics,replay,4,8
gemini-3.1-pro-preview,p044,economics,live,5,15
gemini-3.1-pro-preview,p044,economics,post,5,60
gemini-3.1-pro-preview,p044,economics,replay,5,12
gemini-3.1-pro-preview,p044,economics,live,6,5
gemini-3.1-pro-preview,p044,economics,post,6,70
gemini-3.1-pro-preview,p044,economics,replay,6,9
gemini-3.1-pro-preview,p045,economics,live,0,10
gemini-3.1-pro-preview,p045,economics,post,0,40
gemini-3.1-pro-preview,p045,economics,live,1,15
gemini-3.1-pro-preview,p045,economics,post,1,70
gemini-3.1-pro-preview,p045,economics,live,2,5
gemini-3.1-pro-preview,p045,economics,post,2,85
gemini-3.1-pro-preview,p045,economics,live,3,10
gemini-3.1-pro-preview,p045,economics,post,3,60
gemini-3.1-pro-preview,p045,economics,live,4,15
gemini-3.1-pro-preview,p045,economics,post,4,90
gemini-3.1-pro-preview,p045,economics,live,5,5
gemini-3.1-pro-preview,p045,economics,post,5,80
gemini-3.1-pro-preview,p045,economics,live,6,20
gemini-3.1-pro-preview,p045,economics,post,6,75
gemini-3.1-pro-preview,p046,economics,live,0,10
gemini-3.1-pro-preview,p046,economics,post,0,20
gemini-3.1-pro-preview,p046,economics,live,1,35
gemini-3.1-pro-preview,p046,economics,post,1,60
gemini-3.1-pro-preview,p046,economics,live,2,20
gemini-3.1-pro-preview,p046,economics,post,2,75
gemini-3.1-pro-preview,p046,economics,live,3,15
gemini-3.1-pro-preview,p046,economics,post,3,85
gemini-3.1-pro-preview,p046,economics,live,4,25
gemini-3.1-pro-preview,p046,economics,post,4,70
gemini-3.1-pro-preview,p046,economics,live,5,5
gemini-3.1-pro-preview,p046,economics,post,5,50
gemini-3.1-pro-preview,p052,geography,live,0,5
gemini-3.1-pro-preview,p052,geography,post,0,5
gemini-3.1-pro-preview,p052,geography,live,1,10
gemini-3.1-pro-preview,p052,geography,post,1,10
