model_id,variant_id,question_id,family,condition,sentence_index,raw_score,normalized_ai_risk
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,replay,2,15,15
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,replay,3,25,25
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,replay,4,15,15
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,replay,5,15,15
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,replay,6,15,15
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,live,0,10,10
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,live,1,15,15
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,live,2,10,10
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,live,3,5,5
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,live,4,5,5
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,live,5,10,10
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,live,6,5,5
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,post,0,10,10
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,post,1,5,5
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,post,2,5,5
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,post,3,10,10
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,post,4,5,5
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,post,5,5,5
gemini-3.1-pro-preview,original,r04_neighborhood,neighborhood_observation,post,6,10,10
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,live,0,12,12
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,live,1,25,25
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,live,2,15,15
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,live,3,8,8
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,live,4,18,18
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,live,5,10,10
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,live,6,14,14
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,post,0,10,10
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,post,1,70,70
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,post,2,85,85
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,post,3,30,30
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,post,4,80,80
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,post,5,20,20
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,post,6,65,65
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,replay,0,5,5
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,replay,1,20,20
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,replay,2,55,55
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,replay,3,10,10
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,replay,4,15,15
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,replay,5,10,10
gemini-3.1-pro-preview,original,r05_product_experience,product_experience,replay,6,5,5
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,live,0,15,15
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,live,1,5,5
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,live,2,10,10
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,live,3,15,15
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,live,4,5,5
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,live,5,10,10
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,live,6,20,20
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,live,7,10,10
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,post,0,15,15
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,post,1,10,10
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,post,2,5,5
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,post,3,20,20
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,post,4,15,15
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,post,5,10,10
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,post,6,5,5
gemini-3.1-pro-preview,original,r06_complaint_story,complaint_with_story,post,7,30,30
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,live,0,10,10
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,live,1,5,5
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,live,2,15,15
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,live,3,10,10
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,live,4,5,5
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,live,5,15,15
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,live,6,10,10
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,post,0,15,15
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,post,1,10,10
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,post,2,12,12
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,post,3,8,8
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,post,4,5,5
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,post,5,10,10
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,post,6,15,15
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,replay,0,5,5
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,replay,1,5,5
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,replay,2,5,5
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,replay,3,5,5
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,replay,4,5,5
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,replay,5,5,5
gemini-3.1-pro-preview,original,r07_group_message,message_to_friends,replay,6,5,5
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,live,0,10,10
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,live,1,15,15
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,live,2,5,5
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,live,3,10,10
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,live,4,5,5
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,live,5,10,10
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,live,6,20,20
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,post,0,10,10
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,post,1,25,25
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,post,2,15,15
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,post,3,35,35
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,post,4,5,5
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,post,5,10,10
gemini-3.1-pro-preview,original,r08_service_recommendation,recommendation_post,post,6,90,90
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,live,0,20,20
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,live,1,15,15
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,live,2,10,10
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,live,3,25,25
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,live,4,15,15
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,live,5,10,10
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,live,6,35,35
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,post,0,20,20
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,post,1,35,35
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,post,2,10,10
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,post,3,25,25
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,post,4,5,5
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,post,5,15,15
gemini-3.1-pro-preview,original,r09_family_trip,travel_moment,post,6,60,60
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,live,0,20,20
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,live,1,10,10
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,live,2,15,15
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,live,3,5,5
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,live,4,10,10
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,live,5,15,15
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,live,6,35,35
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,post,0,85,85
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,post,1,70,70
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,post,2,60,60
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,post,3,50,50
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,post,4,40,40
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,post,5,65,65
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,post,6,95,95
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,replay,0,85,85
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,replay,1,80,80
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,replay,2,75,75
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,replay,3,65,65
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,replay,4,70,70
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,replay,5,80,80
gemini-3.1-pro-preview,original,r10_travel_moment,travel_moment,replay,6,90,90
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,live,0,10,10
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,live,1,5,5
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,live,2,15,15
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,live,3,10,10
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,live,4,5,5
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,live,5,10,10
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,live,6,15,15
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,post,0,10,10
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,post,1,10,10
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,post,2,50,50
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,post,3,30,30
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,post,4,20,20
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,post,5,10,10
gemini-3.1-pro-preview,original,r11_change_of_mind,opinion_from_experience,post,6,70,70
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,live,0,10,10
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,live,1,5,5
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,live,2,5,5
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,live,3,15,15
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,live,4,20,20
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,live,5,10,10
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,live,6,5,5
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,post,0,10,10
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,post,1,5,5
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,post,2,5,5
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,post,3,10,10
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,post,4,15,15
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,post,5,20,20
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,post,6,10,10
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,replay,0,10,10
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,replay,1,5,5
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,replay,2,5,5
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,replay,3,5,5
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,replay,4,5,5
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,replay,5,5,5
gemini-3.1-pro-preview,original,r12_recommendation,recommendation_post,replay,6,5,5
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,live,0,10,10
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,live,1,5,5
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,live,2,15,15
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,live,3,10,10
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,live,4,20,20
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,live,5,5,5
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,live,6,25,25
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,post,0,10,10
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,post,1,5,5
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,post,2,15,15
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,post,3,10,10
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,post,4,25,25
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,post,5,5,5
gemini-3.1-pro-preview,original,r13_return_visit,personal_social_post,post,6,60,60
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,live,0,15,15
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,live,1,10,10
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,live,2,20,20
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,live,3,5,5
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,live,4,15,15
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,live,5,10,10
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,live,6,25,25
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,post,0,45,45
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,post,1,50,50
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,post,2,75,75
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,post,3,40,40
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,post,4,60,60
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,post,5,65,65
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,post,6,90,90
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,replay,0,15,15
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,replay,1,20,20
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,replay,2,10,10
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,replay,3,12,12
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,replay,4,15,15
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,replay,5,12,12
gemini-3.1-pro-preview,original,r14_opinion_post,opinion_from_experience,replay,6,25,25
gemini-3.1-pro-preview,original,r15_small_event,event_recap,live,0,15,15
gemini-3.1-pro-preview,original,r15_small_event,event_recap,live,1,10,10
gemini-3.1-pro-preview,original,r15_small_event,event_recap,live,2,20,20
gemini-3.1-pro-preview,original,r15_small_event,event_recap,live,3,35,35
gemini-3.1-pro-preview,original,r15_small_event,event_recap,live,4,15,15
gemini-3.1-pro-preview,original,r15_small_event,event_recap,live,5,10,10
gemini-3.1-pro-preview,original,r15_small_event,event_recap,live,6,15,15
gemini-3.1-pro-preview,original,r15_small_event,event_recap,post,0,15,15
gemini-3.1-pro-preview,original,r15_small_event,event_recap,post,1,10,10
gemini-3.1-pro-preview,original,r15_small_event,event_recap,post,2,20,20
gemini-3.1-pro-preview,original,r15_small_event,event_recap,post,3,65,65
gemini-3.1-pro-preview,original,r15_small_event,event_recap,post,4,15,15
gemini-3.1-pro-preview,original,r15_small_event,event_recap,post,5,80,80
gemini-3.1-pro-preview,original,r15_small_event,event_recap,post,6,25,25
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,live,0,5,5
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,live,1,10,10
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,live,2,15,15
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,live,3,5,5
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,live,4,10,10
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,live,5,5,5
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,live,6,10,10
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,live,7,5,5
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,post,0,8,8
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,post,1,4,4
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,post,2,5,5
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,post,3,3,3
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,post,4,6,6
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,post,5,2,2
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,post,6,4,4
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,post,7,1,1
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,replay,0,10,10
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,replay,1,5,5
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,replay,2,8,8
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,replay,3,7,7
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,replay,4,8,8
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,replay,5,8,8
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,replay,6,6,6
gemini-3.1-pro-preview,original,r16_event_recap,event_recap,replay,7,6,6
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,live,0,5,5
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,live,1,2,2
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,live,2,4,4
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,live,3,3,3
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,live,4,1,1
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,live,5,6,6
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,live,6,4,4
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,post,0,10,10
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,post,1,5,5
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,post,2,15,15
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,post,3,5,5
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,post,4,10,10
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,post,5,5,5
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,post,6,10,10
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,replay,0,10,10
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,replay,1,12,12
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,replay,2,8,8
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,replay,3,5,5
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,replay,4,6,6
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,replay,5,7,7
gemini-3.1-pro-preview,paraphrase,r01_personal_update,personal_social_post,replay,6,8,8
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,live,0,5,5
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,live,1,10,10
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,live,2,15,15
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,live,3,5,5
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,live,4,5,5
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,live,5,20,20
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,live,6,10,10
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,post,0,10,10
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,post,1,5,5
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,post,2,15,15
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,post,3,8,8
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,post,4,5,5
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,post,5,12,12
gemini-3.1-pro-preview,paraphrase,r02_parent_group,message_to_friends,post,6,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,live,0,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,live,1,10,10
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,live,2,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,live,3,15,15
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,live,4,10,10
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,live,5,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,live,6,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,post,0,15,15
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,post,1,10,10
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,post,2,20,20
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,post,3,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,post,4,30,30
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,post,5,10,10
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,post,6,10,10
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,replay,0,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,replay,1,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,replay,2,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,replay,3,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,replay,4,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,replay,5,5,5
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,workplace_anecdote,replay,6,5,5
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,live,0,5,5
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,live,1,8,8
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,live,2,12,12
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,live,3,15,15
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,live,4,5,5
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,live,5,10,10
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,live,6,8,8
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,post,0,10,10
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,post,1,15,15
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,post,2,20,20
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,post,3,10,10
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,post,4,5,5
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,post,5,15,15
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,neighborhood_observation,post,6,50,50
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,live,0,5,5
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,live,1,10,10
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,live,2,5,5
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,live,3,10,10
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,live,4,5,5
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,live,5,10,10
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,live,6,15,15
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,post,0,10,10
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,post,1,35,35
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,post,2,50,50
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,post,3,40,40
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,post,4,15,15
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,post,5,20,20
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,post,6,30,30
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,replay,0,5,5
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,replay,1,10,10
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,replay,2,10,10
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,replay,3,10,10
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,replay,4,5,5
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,replay,5,5,5
gemini-3.1-pro-preview,paraphrase,r05_product_experience,product_experience,replay,6,10,10
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,live,0,5,5
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,live,1,10,10
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,live,2,15,15
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,live,3,5,5
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,live,4,20,20
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,live,5,10,10
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,live,6,5,5
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,live,7,10,10
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,post,0,15,15
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,post,1,40,40
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,post,2,25,25
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,post,3,10,10
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,post,4,50,50
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,post,5,15,15
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,post,6,10,10
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,complaint_with_story,post,7,20,20
